regija,id,ime_oglasa,vrsta_nepremicnine,tip_nepremicnine,zemljisce,velikost,cena,agencija 
ljubljana mesto ,6370715,RUDNIK,Posest,Zazidljiva,,2375.0,200.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6361087,RUDNIK,Posest,Za investicijo,,2375.0,475000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6320671,RUDNIK,Posest,Zazidljiva,,21169.0,720000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6364422,"RUDNIK, BIŽINA TC",Hiša,Samostojna,,350.0,499000.0,"Nepremičninska agencija ""TLORIS"" Miro Torić s.p., Poslovna enota"
ljubljana mesto ,6364516,"RUDNIK, BREZ PROVIZIJE",Hiša,Samostojna,,190.0,333000.0,Aion d.o.o.
ljubljana mesto ,6329458,"RUDNIK, BREZ PROVIZIJE",Posest,Zazidljiva,,850.0,300.0,KU-MI nepremičnine d.o.o.
ljubljana mesto ,6369769,"RUDNIK, ČRNA VAS",Hiša,Dvojček,,113.0,275000.0,Arhidea d.o.o.
ljubljana mesto ,6353502,"RUDNIK, ČRNA VAS",Posest,Zazidljiva,,837.0,180.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6353494,"RUDNIK, ČRNA VAS - SONČNA IN VELIKA ZAZIDLJIVA PARCELA",Posest,Zazidljiva,,2385.0,180.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6353497,"RUDNIK, ČRNA VAS - SONČNA ZAZIDLJIVA PARCELA",Posest,Zazidljiva,,1779.0,180.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6370616,"RUDNIK, HRADECKEGA",Stanovanje,dvosobno,,43.9,120000.0,Roni nepremičnine d.o.o.
ljubljana mesto ,6367461,"RUDNIK, ILOVŠKI ŠTRADON",Hiša,Dvojček,,249.58,490000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
ljubljana mesto ,6359920,"RUDNIK, JURČKOVA - SUPERNOVA - E LECLERC",Posest,Za investicijo,,8100.0,148.0,KU-MI nepremičnine d.o.o.
ljubljana mesto ,6368105,"RUDNIK, JURČKOVA 96",Stanovanje,dvosobno,,70.6,248900.0,Jurčkova d.o.o.
ljubljana mesto ,6368109,"RUDNIK, JURČKOVA 96",Stanovanje,dvosobno,,79.8,248900.0,Jurčkova d.o.o.
ljubljana mesto ,6368168,"RUDNIK, JURČKOVA 96",Stanovanje,štirisobno,,122.0,379000.0,Jurčkova d.o.o.
ljubljana mesto ,6368166,"RUDNIK, JURČKOVA 96",Stanovanje,štirisobno,,128.3,398000.0,Jurčkova d.o.o.
ljubljana mesto ,6368096,"RUDNIK, JURČKOVA 96",Stanovanje,trisobno,,132.8,305000.0,Jurčkova d.o.o.
ljubljana mesto ,6368150,"RUDNIK, JURČKOVA 96",Stanovanje,štirisobno,,169.3,423000.0,Jurčkova d.o.o.
ljubljana mesto ,6347309,"RUDNIK, JURČKOVA CESTA",Stanovanje,petsobno,,191.5,600000.0,Akustika group d.o.o.
ljubljana mesto ,5939086,"RUDNIK, LJ.",Hiša,Dvostanovanjska,,80.0,123000.0,Zasebna ponudba
ljubljana mesto ,6325836,"RUDNIK, LJ.",Hiša,Samostojna,,177.0,80000.0,Zasebna ponudba
ljubljana mesto ,6368413,"RUDNIK, LJ.",Posest,Zazidljiva,,10682.0,1800000.0,Deželna banka Slovenije d.d.
ljubljana mesto ,5803283,"RUDNIK, MED IŽANKO IN PST",Posest,Kmetijsko zemljišče,,3400.0,20.0,PERFEKT B d.o.o.
ljubljana mesto ,6261493,"RUDNIK, OBROBJE GOLOVCA",Posest,Zazidljiva,,21169.0,600000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6302986,"RUDNIK, ODLIČNA, BLIZU CENTRA, AC",Poslovni prostor,Delavnica,,540.0,499000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
ljubljana mesto ,6176901,"RUDNIK, ORLE",Hiša,Samostojna,,165.0,450000.0,"Mirag invest d.o.o., PE Ljubljana"
ljubljana mesto ,6364538,"RUDNIK, TRNOVSKO PREDM., BREZ PROVIZIJE",Hiša,Samostojna,,220.0,468000.0,Aion d.o.o.
ljubljana mesto ,6370836,"RUDNIK, TRNOVSKO PREDMESTJE",Posest,Zazidljiva,,2441.0,490.0,Nepremičninsko posredništvo Edvard Vrtačnik s.p.
ljubljana mesto ,6066847,SADINJA VAS,Hiša,Samostojna,,360.0,549000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6324543,SADINJA VAS,Posest,Zazidljiva,,700.0,87000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6366015,"SADINJA VAS, LJ. - DOBRUNJE",Posest,Zazidljiva,,700.0,87000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
ljubljana mesto ,6362978,SAVLJE,Stanovanje,enoinpolsobno,,43.9,160000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6362973,SAVLJE,Stanovanje,enosobno,,43.9,160000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6241831,SAVLJE,Stanovanje,dvosobno,,49.3,105000.0,Rojal invest d.o.o.
ljubljana mesto ,6312401,SAVLJE,Hiša,Samostojna,,126.5,500000.0,Lares nepremičninska družba d.o.o.
ljubljana mesto ,6365922,SAVLJE,Hiša,Dvojček,,165.0,419000.0,RCN d.o.o.
ljubljana mesto ,6338050,SAVLJE,Posest,Kmetijsko zemljišče,,200.0,17.0,Agropromet plus d.o.o.
ljubljana mesto ,6286207,SAVLJE,Hiša,Samostojna,,380.0,1690000.0,Rocco nepremičnine d.o.o.
ljubljana mesto ,6354838,SAVLJE,Posest,Kmetijsko zemljišče,,19694.0,85000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6366534,SAVSKO NASELJE,Stanovanje,dvosobno,,52.0,145000.0,"INBA, nepremičninska družba, d.o.o."
ljubljana mesto ,6364495,SAVSKO NASELJE,Stanovanje,trisobno,,73.6,190000.0,Gabra d.o.o.
ljubljana mesto ,6321800,SAVSKO NASELJE,Stanovanje,triinpolsobno,,92.82,267000.0,Zasebna ponudba
ljubljana mesto ,6349736,SAVSKO NASELJE,Stanovanje,triinpolsobno,,92.82,267000.0,"Lucia tim d.o.o., PE Nepremičnine"
ljubljana mesto ,6358702,SAVSKO NASELJE,Stanovanje,štirisobno,,96.3,229000.0,"Gold nepremičnine, Mateja Kumer s.p."
ljubljana mesto ,6276659,"SAVSKO NASELJE, 1A BIVANJE Z RAZGLEDOM",Stanovanje,trisobno,,81.0,205000.0,Studio 68 d.o.o.
ljubljana mesto ,6367620,"SAVSKO NASELJE, SLOVENIJA",Stanovanje,dvosobno,,61.5,163000.0,Zasebna ponudba
ljubljana mesto ,6369765,SOSTRO,Stanovanje,enosobno,,38.0,109000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
ljubljana mesto ,6368072,SOSTRO,Stanovanje,enosobno,,55.0,109000.0,Zasebna ponudba
ljubljana mesto ,6309107,SOSTRO,Hiša,Samostojna,,74.0,238000.0,MKA nepremičnine d.o.o.
ljubljana mesto ,6289974,SOSTRO,Hiša,Dvostanovanjska,,105.0,225000.0,"Sans nepremičnine, d.o.o."
ljubljana mesto ,6365976,SOSTRO,Stanovanje,štirisobno,,123.28,250000.0,Zasebna ponudba
ljubljana mesto ,6209812,SOSTRO,Hiša,Samostojna,,258.7,549000.0,Rojal invest d.o.o.
ljubljana mesto ,6323438,SOSTRO,Hiša,Samostojna,,307.8,380000.0,MKA nepremičnine d.o.o.
ljubljana mesto ,6262481,SOSTRO,Hiša,Atrijska,,340.0,790000.0,"CIMER, MAKSIMILJAN REMIC s.p."
ljubljana mesto ,6332947,SOSTRO,Poslovni prostor,Kombiniran prostor,,506.8,1000000.0,MKA nepremičnine d.o.o.
ljubljana mesto ,6186955,SOSTRO,Posest,Zazidljiva,,712.0,100.0,Atrium nepremičnine d.o.o.
ljubljana mesto ,6365839,SOSTRO,Posest,Zazidljiva,,1394.0,110000.0,Avenija nepremičnin d.o.o.
ljubljana mesto ,6066737,SOSTRO,Posest,Zazidljiva,,1565.0,46950.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6309104,SOSTRO,Posest,Zazidljiva,,1850.0,238000.0,MKA nepremičnine d.o.o.
ljubljana mesto ,6283358,SOSTRO,Posest,Nezazidljiva,,2492.0,40.0,"Agencija Trida, Irena Jereb s.p."
ljubljana mesto ,6341721,SOSTRO,Posest,Nezazidljiva,,3200.0,35.0,Zasebna ponudba
ljubljana mesto ,6332260,"SOSTRO, LJ.",Hiša,Samostojna,,263.0,400000.0,"Branik prvi d.o.o., nepremičnine bios"
ljubljana mesto ,6305454,"SOSTRO, LJ., DOBRUNJE, 2KM OD AC",Posest,Zazidljiva,,2325.0,250.0,Media nepremičnine d.o.o.
ljubljana mesto ,6305425,"SOSTRO, LJ., DOBRUNJE, 2KM OD AC",Posest,Za investicijo,,2325.0,250.0,Media nepremičnine d.o.o.
ljubljana mesto ,6165595,"SOSTRO, SADINJA VAS",Hiša,Samostojna,,360.0,549000.0,Medvešek Pušnik Nepremičnine d.o.o.
ljubljana mesto ,6283983,"SOSTRO, SADINJA VAS",Posest,Zazidljiva,,790.0,97000.0,Nepremičnine Plus d.o.o.
ljubljana mesto ,6143041,"SOSTRO, SMER LIPOGLAV",Posest,Zazidljiva,,754.0,39000.0,POPP Invest d.o.o.
ljubljana mesto ,6370668,"SOSTRO, Z DELAVNICO",Hiša,Samostojna,,161.5,539000.0,MKA nepremičnine d.o.o.
ljubljana mesto ,6368634,"SP. HRUŠICA, SLOVENIJA",Hiša,Samostojna,,360.0,720000.0,Zasebna ponudba
ljubljana mesto ,6369362,SP. KAŠELJ,Hiša,Samostojna,,125.0,348000.0,Zasebna ponudba
ljubljana mesto ,6257264,SP. KAŠELJ,Posest,Zazidljiva,,618.0,125000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6349739,SP. KAŠELJ,Posest,Za investicijo,,1500.0,100.0,"Lucia tim d.o.o., PE Nepremičnine"
ljubljana mesto ,6155672,SP. ŠIŠKA,Poslovni prostor,Drugo,,5.0,4275.0,"DUTB, d.d."
ljubljana mesto ,6155243,SP. ŠIŠKA,Garaža,Parkirno mesto,,15.0,6650.0,"DUTB, d.d."
ljubljana mesto ,6359386,SP. ŠIŠKA,Stanovanje,enosobno,,35.0,98000.0,"PRO LAND, nepremičninsko posredovanje, d.o.o."
ljubljana mesto ,6367500,SP. ŠIŠKA,Poslovni prostor,Prostor za storitve,,53.0,179000.0,"Lucia tim d.o.o., PE Nepremičnine"
ljubljana mesto ,6362537,SP. ŠIŠKA,Stanovanje,dvosobno,,53.9,135000.0,Roni nepremičnine d.o.o.
ljubljana mesto ,6339341,SP. ŠIŠKA,Stanovanje,dvosobno,,55.0,130000.0,Zasebna ponudba
ljubljana mesto ,6250566,SP. ŠIŠKA,Stanovanje,dvosobno,,55.2,174000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6370889,SP. ŠIŠKA,Stanovanje,dvosobno,,55.5,160000.0,"Agencia d.o.o., PE Obala"
ljubljana mesto ,6182836,SP. ŠIŠKA,Stanovanje,dvoinpolsobno,,63.0,149000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6322852,SP. ŠIŠKA,Stanovanje,trisobno,,72.0,3700.0,Zasebna ponudba
ljubljana mesto ,6364592,SP. ŠIŠKA,Stanovanje,trisobno,,74.74,260000.0,Zasebna ponudba
ljubljana mesto ,6324514,SP. ŠIŠKA,Poslovni prostor,Pisarna,,90.4,210000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6369217,SP. ŠIŠKA,Poslovni prostor,Gostinski lokal,,90.4,210000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6369216,SP. ŠIŠKA,Poslovni prostor,Neživilska trgovina,,90.4,210000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6369218,SP. ŠIŠKA,Poslovni prostor,Prostor za storitve,,90.4,210000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6366632,SP. ŠIŠKA,Stanovanje,triinpolsobno,,115.0,260000.0,ARTIK nepremičnine d.o.o.
ljubljana mesto ,6338669,SP. ŠIŠKA,Stanovanje,trisobno,,204.52,379000.0,KREATIVDOM d.o.o.
ljubljana mesto ,6338729,SP. ŠIŠKA,Hiša,Dvostanovanjska,,206.0,379000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6349866,SP. ŠIŠKA,Stanovanje,trisobno,,206.0,379000.0,Rojal invest d.o.o.
ljubljana mesto ,6318680,SP. ŠIŠKA,Stanovanje,trisobno,,206.0,379000.0,Zasebna ponudba
ljubljana mesto ,6261507,SP. ŠIŠKA,Stanovanje,petsobno,,217.14,1790000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6300324,SP. ŠIŠKA,Stanovanje,petsobno,,217.14,1790000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6352459,SP. ŠIŠKA,Stanovanje,petsobno,,220.3,1150000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6225502,SP. ŠIŠKA,Poslovni prostor,Kombiniran prostor,,318.1,385000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
ljubljana mesto ,6361275,"SP. ŠIŠKA, BLIŽINA GIMNAZIJE",Hiša,Samostojna,,255.6,490000.0,"STAN nepremičnine d.o.o., Ljubljana"
ljubljana mesto ,6273832,"SP. ŠIŠKA, CELOVŠKA CESTA",Stanovanje,trisobno,,80.4,287000.0,Gradina d.o.o.
ljubljana mesto ,6309898,"SP. ŠIŠKA, CELOVŠKA CESTA",Stanovanje,dvoinpolsobno,,90.1,287000.0,Zoro d.o.o.
ljubljana mesto ,6361201,"SP. ŠIŠKA, DUPLEKS Z ATRIJEM",Stanovanje,trisobno,,205.7,379000.0,Studio 68 d.o.o.
ljubljana mesto ,6323654,"SP. ŠIŠKA, IND. CONA PRŽAN",Poslovni prostor,Pisarna,,21.0,17850.0,JA Invest 888 d.o.o.
ljubljana mesto ,6267222,"SP. ŠIŠKA, JESENKOVA, NASPROTI PARK TIVOLI",Stanovanje,trisobno,,71.0,4000.0,Zasebna ponudba
ljubljana mesto ,6366448,"SP. ŠIŠKA, KNEZOVA ULICA 28",Stanovanje,triinpolsobno,,76.0,250000.0,Zasebna ponudba
ljubljana mesto ,6290914,"SP. ŠIŠKA, PENTHOUSE PISARNE",Poslovni prostor,Pisarna,,213.0,420000.0,"NIVA, nepremičninsko posredovanje, Niko Banović s.p."
ljubljana mesto ,6349620,"SP. ŠIŠKA, SPODNJA",Stanovanje,dvoinpolsobno,,68.0,240000.0,Zasebna ponudba
ljubljana mesto ,6360355,"SP. ŠIŠKA, SPODNJA - PARKIRNO MESTO",Stanovanje,dvosobno,,36.2,115000.0,"QUDOS, center nepremičnin d.o.o."
ljubljana mesto ,6249840,"SP. ŠIŠKA, SPODNJA LJ.",Stanovanje,trisobno,,87.0,245000.0,Zasebna ponudba
ljubljana mesto ,6369363,SPODNJE GAMELJNE,Hiša,Dvojček,,141.0,268275.0,RCN d.o.o.
ljubljana mesto ,6369364,SPODNJE GAMELJNE,Hiša,Dvojček,,141.0,268275.0,RCN d.o.o.
ljubljana mesto ,6368675,SPODNJE GAMELJNE,Hiša,Dvojček,,145.27,345000.0,"Gold nepremičnine, Mateja Kumer s.p."
ljubljana mesto ,6366154,SPODNJE GAMELJNE,Hiša,Dvojček,,170.0,268275.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6358933,SPODNJE GAMELJNE,Stanovanje,štirisobno,,170.0,268275.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6238551,SPODNJE GAMELJNE,Hiša,Samostojna,,210.0,497000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6323609,SPODNJE GAMELJNE,Hiša,Samostojna,,263.0,230000.0,Kristal nepremičnine d.o.o.
ljubljana mesto ,6272850,SPODNJE GAMELJNE,Hiša,Samostojna,,537.7,1500000.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6368660,"SPODNJE GAMELJNE, ZA DRUŽINO 5+ OSEB",Hiša,Vrstna,,230.0,357000.0,viventium d.o.o.
ljubljana mesto ,6356790,SREDNJE GAMELJNE,Hiša,Vrstna,,187.0,349000.0,Zasebna ponudba
ljubljana mesto ,6220527,SREDNJE GAMELJNE,Posest,Zazidljiva,,348.0,150000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6361993,SREDNJE GAMELJNE,Posest,Za investicijo,,674.0,110000.0,Zasebna ponudba
ljubljana mesto ,6138886,SREDNJE GAMELJNE,Posest,Zazidljiva,,674.0,245.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6369110,SREDNJE GAMELJNE,Posest,Zazidljiva,,1526.0,463000.0,"Coinhab, d.o.o."
ljubljana mesto ,6340712,SREDNJE GAMELJNE,Poslovni prostor,Kombiniran prostor,,6571.0,1890000.0,"DUTB, d.d."
ljubljana mesto ,6275648,"SREDNJE GAMELJNE, OBČINA ŠIŠKA",Hiša,Samostojna,,240.0,497000.0,Zasebna ponudba
ljubljana mesto ,6295731,"SREDNJE GAMELJNE, PRI GASILSKEM DOMU",Posest,Zazidljiva,,1000.0,210000.0,Kristal nepremičnine d.o.o.
ljubljana mesto ,6231581,"SREDNJE GAMELJNE, SIMON BAR SOSED",Posest,Za investicijo,,1660.0,250.0,Atrium nepremičnine d.o.o.
ljubljana mesto ,6371120,STANEŽIČE,Stanovanje,enoinpolsobno,,48.0,145000.0,Blok d.o.o.
ljubljana mesto ,6358509,STANEŽIČE,Posest,Zazidljiva,,600.0,140000.0,KU-MI nepremičnine d.o.o.
ljubljana mesto ,6183235,STANEŽIČE,Posest,Zazidljiva,,9450.0,890000.0,"DUTB, d.d."
ljubljana mesto ,6303680,"STANEŽIČE, DVOR",Hiša,Samostojna,,170.0,380000.0,Fesst nepremičnine d.o.o.
ljubljana mesto ,6326004,"STANEŽIČE, DVOR",Hiša,Samostojna,,170.5,279000.0,Fesst nepremičnine d.o.o.
ljubljana mesto ,6320828,"STANEŽIČE, MEDNO",Posest,Za investicijo,,3347.0,569000.0,"Domek nepremičnine, Nataša Batinič s.p."
ljubljana mesto ,6253577,STARA LJ.,Poslovni prostor,Prostor za storitve,,59.1,284000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6342856,STARA LJ.,Stanovanje,trisobno,,100.0,549000.0,Zasebna ponudba
ljubljana mesto ,6262802,STARA LJ.,Stanovanje,štirisobno,,127.0,590000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6364547,STARA LJ.,Stanovanje,štirisobno,,139.5,519000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6313557,STARA LJ.,Stanovanje,trisobno,,179.71,390000.0,"Central RE d.o.o., PE LJUBLJANA"
ljubljana mesto ,6066753,STARA LJ.,Stanovanje,štirisobno,,211.9,1100000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6364542,STARA LJ.,Hiša,Vrstna,,225.0,519000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6319634,STARA LJ.,Hiša,Vrstna,,255.0,540000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6291772,STARA LJ.,Hiša,Vrstna,,303.6,988000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6105597,"STARA LJ., NOVO STANOVANJE V NOVEM STAROMEŠČANSKI STAVBI NA ...",Stanovanje,štirisobno,,177.0,1120000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6209551,"STARA LJ., NOVO ŠTIRISOBNO STANOVANJE V CENTRU",Stanovanje,štirisobno,,206.5,1250000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6370264,"STARA LJ., S",Stanovanje,triinpolsobno,,125.0,349000.0,Zasebna ponudba
ljubljana mesto ,6357786,"STARA LJ., V BLIŽINI KRIŽANK",Stanovanje,štirisobno,,106.7,367000.0,Arhidea d.o.o.
ljubljana mesto ,6357050,STEGNE,Poslovni prostor,Pisarna,,88.2,135000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6370510,STEGNE,Poslovni prostor,Pisarna,,90.0,132000.0,DOM REAL d.o.o.
ljubljana mesto ,6272739,STEGNE,Poslovni prostor,Pisarna,,178.4,196240.0,"BR nepremičnine, d.o.o."
ljubljana mesto ,6343151,STEGNE,Poslovni prostor,Pisarna,,240.0,369000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6102150,STEGNE,Poslovni prostor,Pisarna,,291.0,250000.0,Rojal invest d.o.o.
ljubljana mesto ,6350381,STEGNE,Poslovni prostor,Pisarna,,468.0,800.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6344147,STEGNE,Poslovni prostor,Kombiniran prostor,,555.0,870000.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6344149,STEGNE,Poslovni prostor,Kombiniran prostor,,642.0,890000.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6350382,STEGNE,Poslovni prostor,Pisarna,,813.0,800.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6365604,STEGNE,Posest,Za investicijo,,4000.0,85.0,Zasebna ponudba
ljubljana mesto ,6238168,STEGNE,Posest,Nezazidljiva,,7201.0,698497.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6342453,"STEGNE, 21C",Poslovni prostor,Pisarna,,435.0,790.0,S-Invest d.o.o.
ljubljana mesto ,6320608,"STEGNE, 21C",Poslovni prostor,Pisarna,,435.0,790.0,S-Invest d.o.o.
ljubljana mesto ,6342450,"STEGNE, 21C",Poslovni prostor,Pisarna,,871.0,740.0,S-Invest d.o.o.
ljubljana mesto ,6320606,"STEGNE, 21C",Poslovni prostor,Pisarna,,871.0,740.0,S-Invest d.o.o.
ljubljana mesto ,6364238,"STEGNE, IND. C.",Poslovni prostor,Pisarna,,90.0,1500.0,"Dominos d.o.o., PE Ljubljana"
ljubljana mesto ,6291429,"STEGNE, LJ. IND. C.",Poslovni prostor,Pisarna,,122.0,135500.0,"Dominos d.o.o., PE Ljubljana"
ljubljana mesto ,6066537,STOŽICE,Stanovanje,trisobno,,119.98,320000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6280186,STOŽICE,Hiša,Vrstna,,152.8,280000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
ljubljana mesto ,6367650,STOŽICE,Posest,Zazidljiva,,650.0,250000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6327325,STOŽICE,Posest,Zazidljiva,,650.0,250000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6353294,STOŽICE,Posest,Zazidljiva,,840.0,379.0,Kupola nepremičnina d.o.o.
ljubljana mesto ,6366436,STOŽICE,Posest,Zazidljiva,,1073.0,400000.0,N-invest d.o.o.
ljubljana mesto ,6360292,STOŽICE,Posest,Zazidljiva,,1275.0,290000.0,"Nepremičnine, svetovanje in posredništvo, Primož Kotar s.p"
ljubljana mesto ,6302530,"STOŽICE, 17",Posest,Zazidljiva,,1275.0,380000.0,Zasebna ponudba
ljubljana mesto ,6201163,"STOŽICE, BEŽIGRAD BS4",Stanovanje,dvoinpolsobno,,68.25,235000.0,Zasebna ponudba
ljubljana mesto ,6370538,"STOŽICE, POD BRATOVŠEVO PLOŠČADJO",Garaža,Vsi tipi,,12.5,12500.0,Zasebna ponudba
ljubljana mesto ,6309456,"STOŽICE, V NEPOSREDNI BLIŽINI NARAVE",Posest,Za investicijo,,7780.0,300.0,Real Go d.o.o.
ljubljana mesto ,6365354,ŠENTPAVEL,Vikend,Lesen,,40.0,79000.0,ALFA-INT nepremičnine d.o.o.
ljubljana mesto ,6285287,"ŠENTPAVEL, MIRNA SONČNA LOKACIJA",Posest,Zazidljiva,,712.0,70000.0,Rocco nepremičnine d.o.o.
ljubljana mesto ,6332448,ŠENTVID,Garaža,Parkirno mesto,,11.0,6000.0,Zasebna ponudba
ljubljana mesto ,6366483,ŠENTVID,Stanovanje,enosobno,,26.0,90000.0,Zasebna ponudba
ljubljana mesto ,6341982,ŠENTVID,Stanovanje,enosobno,,31.3,108000.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6294980,ŠENTVID,Stanovanje,enosobno,,39.0,120000.0,ABC nepremičnine d.o.o.
ljubljana mesto ,6360537,ŠENTVID,Stanovanje,enosobno,,40.0,120000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6275118,ŠENTVID,Stanovanje,dvosobno,,49.08,137000.0,MEZANIN PRO nepremičnine d.o.o.
ljubljana mesto ,6366759,ŠENTVID,Stanovanje,dvosobno,,55.0,175000.0,Zasebna ponudba
ljubljana mesto ,6281042,ŠENTVID,Stanovanje,trisobno,,59.1,145000.0,Mreža nepremičnin d.o.o.
ljubljana mesto ,6359635,ŠENTVID,Hiša,Samostojna,,80.0,245000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6324249,ŠENTVID,Stanovanje,dvosobno,,81.9,168000.0,ZWELO online nepremičninske storitve d.o.o.
ljubljana mesto ,6370640,ŠENTVID,Stanovanje,štirisobno,,98.0,262000.0,MESTO NEPREMIČNIN d.o.o.
ljubljana mesto ,6371082,ŠENTVID,Stanovanje,dvoinpolsobno,,106.9,355600.0,ZWELO online nepremičninske storitve d.o.o.
ljubljana mesto ,6362775,ŠENTVID,Stanovanje,štirisobno,,120.2,370000.0,"TINKER, nepremičnine in arhitektura, Nina Luganič s.p."
ljubljana mesto ,6278829,ŠENTVID,Hiša,Samostojna,,132.0,410000.0,ZWELO online nepremičninske storitve d.o.o.
ljubljana mesto ,6339078,ŠENTVID,Stanovanje,štiriinpolsobno,,138.0,440000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.
ljubljana mesto ,6346000,ŠENTVID,Hiša,Samostojna,,140.0,550000.0,Hiša nepremičnine 1 d.o.o.
ljubljana mesto ,6066450,ŠENTVID,Poslovni prostor,Pisarna,,148.0,140000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6262261,ŠENTVID,Hiša,Samostojna,,169.0,490000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6280579,ŠENTVID,Hiša,Samostojna,,172.0,490000.0,ZWELO online nepremičninske storitve d.o.o.
ljubljana mesto ,6369798,ŠENTVID,Hiša,Dvojček,,178.6,289000.0,"Aeon nepremičnine, d.o.o."
ljubljana mesto ,6255292,ŠENTVID,Poslovni prostor,Skladišče,,194.8,125000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6356927,ŠENTVID,Hiša,Samostojna,,254.9,369000.0,"Stoja trade, d.o.o., Ljubljana"
ljubljana mesto ,6364510,ŠENTVID,Stanovanje,štirisobno,,258.1,490000.0,ZWELO online nepremičninske storitve d.o.o.
ljubljana mesto ,6066475,ŠENTVID,Poslovni prostor,Skladišče,,291.0,250000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ljubljana mesto ,6299212,ŠENTVID,Poslovni prostor,Prostor za storitve,,303.4,400000.0,Atrium nepremičnine d.o.o.
ljubljana mesto ,6277038,ŠENTVID,Hiša,Samostojna,,393.0,455000.0,N-invest d.o.o.
ljubljana mesto ,6362131,ŠENTVID,Posest,Zazidljiva,,460.0,149500.0,"Coinhab, d.o.o."
ljubljana mesto ,6259075,ŠENTVID,Posest,Zazidljiva,,623.0,145000.0,Mreža nepremičnin d.o.o.
