regija,id,ime_oglasa,vrsta_nepremicnine,tip_nepremicnine,zemljisce,velikost,cena,agencija 
dolenjska ,6251379,GABRJE,Posest,Zazidljiva,,850.0,20000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6159393,GABRJE,Posest,Kmetijsko zemljišče,,1117.0,1500.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6102881,GABRJE,Posest,Zazidljiva,,3863.0,65000.0,"Nepremičnine in svetovanje Juršič, Blaž Juršič s.p."
dolenjska ,5885014,GABRJE,Posest,Zazidljiva,,3863.0,85000.0,Kapitelj nepremičnine d.o.o.
dolenjska ,6322628,GABRJE,Posest,Zazidljiva,,12941.0,20000.0,Zasebna ponudba
dolenjska ,6012989,GABRNIK,Hiša,Samostojna,,45.0,15000.0,Kapitelj nepremičnine d.o.o.
dolenjska ,6291853,"GLAŽUTA, GOTENIŠKA GORA, 25MIN IZ RIBNICE",Posest,Zazidljiva,,13000.0,400000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
dolenjska ,6371200,GLOBEL,Hiša,Samostojna,,632.0,22000.0,"Bamba nepremičnine, Tanko Franc s.p."
dolenjska ,6242871,GLOBOČDOL,Vikend,Lesen,,7.0,6800.0,Zasebna ponudba
dolenjska ,6306420,GLOBOČDOL,Vikend,Zidan,,43.9,26000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6365970,GLOBOČDOL,Vikend,Zidan,,50.0,39000.0,Kapitelj nepremičnine d.o.o.
dolenjska ,6148298,"GLOBOČDOL, MIRNA PEČ",Vikend,Zidan,,50.0,60000.0,Nepis d.o.o.
dolenjska ,6242873,"GLOBOČDOL, MIRNA PEČ",Posest,Kmetijsko zemljišče,,958.0,6800.0,Zasebna ponudba
dolenjska ,6163542,GOLJEK,Posest,Zazidljiva,,902.0,7000.0,Agencija Jakkra-n d.o.o.
dolenjska ,6360899,GOLJEK,Posest,Kmetijsko zemljišče,,3897.0,19900.0,"Arteon, Beno Jurjovec s.p."
dolenjska ,6136402,"GOLJEK, PRI TREBNJEM",Posest,Zazidljiva,,1197.0,19000.0,Ceres nepremičnine d.o.o.
dolenjska ,6261068,"GOLOBINJEK, MIRNA PEČ",Hiša,Samostojna,,216.0,75000.0,Nepis d.o.o.
dolenjska ,6110729,"GOLOBINJEK, MIRNA PEČ",Posest,Zazidljiva,,2700.0,24000.0,Zasebna ponudba
dolenjska ,6319385,GOLUŠNIK,Vikend,Zidan,,20.0,10000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6296275,GOLUŠNIK,Hiša,Samostojna,,259.9,115000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6320192,"GOLUŠNIK, TRŠKA GORA - NOVO MESTO",Hiša,Samostojna,,192.0,110000.0,Pema d.o.o.
dolenjska ,6254170,GORENJA BREZOVICA,Hiša,Samostojna,,335.0,560000.0,Mernet d.o.o.
dolenjska ,6093593,GORENJA BREZOVICA,Poslovni prostor,Večji poslovni kompleks,,670.0,560000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
dolenjska ,6093701,GORENJA BREZOVICA,Posest,Kmetijsko zemljišče,,31440.0,98000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
dolenjska ,6352882,GORENJA GOMILA,Posest,Zazidljiva,,522.0,25000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6352881,GORENJA GOMILA,Posest,Zazidljiva,,566.0,29000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6305420,GORENJA GOMILA,Posest,Kmetijsko zemljišče,,5065.0,6000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6327586,GORENJA STARA VAS,Posest,Kmetijsko zemljišče,,4205.0,5900.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6368636,GORENJA VAS PRI MIRNI,Vikend,Zidan,,22.0,30000.0,Zasebna ponudba
dolenjska ,6272913,GORENJA VAS PRI ŠMARJETI,Vikend,Zidan,,56.0,30000.0,NNRN nepremičnine d.o.o. Novo mesto
dolenjska ,6253244,GORENJA VAS PRI ŠMARJETI,Vikend,Zidan,,84.0,49900.0,Prenova Marko Bele s.p. Novo mesto
gorenjska,6327522,BEGUNJE NA GORENJSKEM,Počitniški objekt,Drugo,,800.0,1300000.0,ABC nepremičnine d.o.o.
gorenjska,6111886,"BLED, KORITNO",Posest,Zazidljiva,,683.0,120.0,"Zavarovalnica Triglav, d.d."
gorenjska,6129674,BRITOF,Posest,Zazidljiva,,21939.0,1950000.0,"DUTB, d.d."
gorenjska,6359025,CERKLJE NA GORENJSKEM,Hiša,Dvojček,,158.0,225500.0,K3 Kern d.o.o.
gorenjska,6192809,GOZD MARTULJEK,Počitniški objekt,Hiša,,182.3,450000.0,Exedra nepremičnine - Dragan Dušanić s.p.
gorenjska,6366040,KRANJ,Stanovanje,trisobno,,80.0,147000.0,MP PROJEKT d.o.o.
gorenjska,6360489,"KRANJ, CENTER MESTA",Stanovanje,trisobno,,73.4,140000.0,Fesst nepremičnine d.o.o.
gorenjska,6360281,"KRANJ, PLANINA II",Poslovni prostor,Večji poslovni kompleks,,814.7,960000.0,Fesst nepremičnine d.o.o.
gorenjska,6294572,"KRANJ, VODOVODNI STOLP",Stanovanje,štirisobno,,80.7,119500.0,K3 Kern d.o.o.
gorenjska,6309722,"LIPNICA, KOMUNALNO UREJENE ZAZIDLJIVE PARCELE V OBJEMU NARAV...",Posest,Zazidljiva,,718.0,130.0,ABC nepremičnine d.o.o.
gorenjska,6371123,"MLAKA PRI KRANJU, OB UDIN BORŠTU",Hiša,Dvojček,,180.0,389000.0,"QUDOS, center nepremičnin d.o.o."
gorenjska,6361994,"PODNART, RADOVLJICA OKOLICA - 10KM IZVEN",Poslovni prostor,Gostinski lokal,,222.9,109000.0,MP PROJEKT d.o.o.
gorenjska,6323095,RADOVLJICA,Hiša,Samostojna,,326.0,598000.0,Makler Bled d.o.o.
gorenjska,6364264,ŠKOFJA LOKA,Poslovni prostor,Drugo,,620.0,620000.0,K3 Kern d.o.o.
gorenjska,6282641,AMBROŽ POD KRVAVCEM,Stanovanje,garsonjera,,25.0,55000.0,MEZANIN PRO nepremičnine d.o.o.
gorenjska,6299205,AMBROŽ POD KRVAVCEM,Stanovanje,dvosobno,,48.0,115000.0,MEZANIN PRO nepremičnine d.o.o.
gorenjska,6312430,AMBROŽ POD KRVAVCEM,Počitniški objekt,Apartma,,48.0,115000.0,Medvešek Pušnik Nepremičnine d.o.o.
gorenjska,6250673,AMBROŽ POD KRVAVCEM,Hiša,Samostojna,,140.0,170000.0,Novi list d.o.o.
gorenjska,6139310,AMBROŽ POD KRVAVCEM,Posest,Zazidljiva,,422.0,75.0,Fesst nepremičnine d.o.o.
gorenjska,6367471,AMBROŽ POD KRVAVCEM,Posest,Zazidljiva,,635.0,70.0,Medvešek Pušnik Nepremičnine d.o.o.
gorenjska,6312655,"AMBROŽ POD KRVAVCEM, DOM NA KRVAVCU",Stanovanje,enosobno,,31.0,85000.0,Zasebna ponudba
gorenjska,6314607,"AMBROŽ POD KRVAVCEM, DOM NA KRVAVCU",Počitniški objekt,Apartma,,35.4,89000.0,Afirmacija d.o.o.
gorenjska,6361021,"AMBROŽ POD KRVAVCEM, KRVAVEC, PLANINA JEZERCA",Vikend,Bivalen,,72.8,248000.0,Studio modul d.o.o.
gorenjska,6049421,"AMBROŽ POD KRVAVCEM, SONČNA Z LEPIM RAZGLEDOM",Posest,Zazidljiva,,1176.0,60.0,"Domek nepremičnine, Nataša Batinič s.p."
gorenjska,6329094,APNO,Hiša,Samostojna,,155.0,590000.0,Agencija Katja d.o.o.
gorenjska,6370241,APNO,Hiša,Samostojna,,245.28,220000.0,Zasebna ponudba
gorenjska,6275590,"APNO, OBROBJE VASI",Hiša,Samostojna,,70.0,150000.0,Zasebna ponudba
gorenjska,6089942,BAŠELJ,Stanovanje,trisobno,,118.0,169400.0,"ALTERA, d.o.o."
gorenjska,6362767,BAŠELJ,Hiša,Samostojna,,120.0,139000.0,"KreAtuM, Sebastjan Vehar s.p."
gorenjska,6364453,BAŠELJ,Hiša,Samostojna,,205.4,238000.0,Afirmacija d.o.o.
gorenjska ,6322552,GOLNIK,Posest,Zazidljiva,,826.0,99.0,Lares nepremičninska družba d.o.o.
gorenjska ,6322550,GOLNIK,Posest,Zazidljiva,,957.0,99.0,Lares nepremičninska družba d.o.o.
gorenjska ,6347315,GOLNIK,Posest,Zazidljiva,,1100.0,100.0,Fesst nepremičnine d.o.o.
gorenjska ,6342485,GOLNIK,Posest,Zazidljiva,,3206.0,110.0,Pikado d.o.o.
gorenjska ,6265620,GOLNIK,Posest,Zazidljiva,,3300.0,110.0,"INF - ING nepremičnine, storitve, d.o.o."
gorenjska ,6334444,"GOLNIK, NA HRIBČKU",Hiša,Vrstna,,336.6,347000.0,Studio 68 d.o.o.
gorenjska ,6362758,"GORELJEK, POKLJUKA",Vikend,Zidan,,50.0,112000.0,Makler Bled d.o.o.
gorenjska ,6325885,"GORELJEK, POKLJUKA",Počitniški objekt,Koča,,173.0,399000.0,Pikado d.o.o.
gorenjska ,6063895,"GORELJEK, POKLJUKA, BOHINJ",Hiša,Samostojna,,484.0,450000.0,"SiPD, nepremičnine in razvoj, d.o.o."
gorenjska ,6342371,GORENJA VAS,Poslovni prostor,Drugo,,62.8,65000.0,"Gorenjska banka d.d., Kranj"
gorenjska ,6286701,GORENJA VAS,Stanovanje,štirisobno,,115.0,106000.0,Zasebna ponudba
gorenjska ,6355365,GORENJA VAS,Posest,Zazidljiva,,760.0,54000.0,Nepremičnina posredovanje d.o.o.
gorenjska ,6339543,"GORENJA VAS, PODVRH",Posest,Zazidljiva,,443.0,54.5,Loka nepremičnine d.o.o.
gorenjska ,6335070,"GORICA, RADOVLJICA",Hiša,Samostojna,,165.5,158000.0,Zasebna ponudba
gorenjska ,6248431,GORJUŠE,Hiša,Samostojna,,470.0,260000.0,Koncepti d.o.o.
gorenjska ,6352179,"GORJUŠE, OBROBJE VASI",Hiša,Samostojna,,100.0,119000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
gorenjska ,6363795,GOZD MARTULJEK,Stanovanje,trisobno,,120.0,225000.0,Media nepremičnine d.o.o.
gorenjska ,6363793,GOZD MARTULJEK,Hiša,Drugo,,173.0,300000.0,Media nepremičnine d.o.o.
gorenjska ,6320722,GOZD MARTULJEK,Hiša,Samostojna,,182.0,450000.0,Novi list d.o.o.
gorenjska ,6222109,GOZD MARTULJEK,Hiša,Samostojna,,220.0,439000.0,LJUBLJANA NEPREMIČNINE d.o.o.
gorenjska ,6262045,"GOZD MARTULJEK, ODLIČNA LOKACIJA - LEP RAZGLED",Posest,Zazidljiva,,1100.0,175000.0,PACTA CLARA Irena Kopitar s.p.
gorenjska ,6262039,"GOZD MARTULJEK, PREKRASEN POGLED NA ŠPIK",Hiša,Samostojna,,230.0,175000.0,PACTA CLARA Irena Kopitar s.p.
gorenjska ,6368416,"GRAD, CERKLJE NA GORENJSKEM",Posest,Zazidljiva,,4483.0,180000.0,Deželna banka Slovenije d.d.
gorenjska ,6356746,GRENC,Hiša,Samostojna,,115.9,299000.0,Zasebna ponudba
gorenjska ,6132444,GRENC,Posest,Zazidljiva,,6500.0,100.0,"DUTB, d.d."
gorenjska ,6359394,HRASTJE,Hiša,Dvostanovanjska,,71.4,140000.0,Pikado d.o.o.
gorenjska ,6281992,HRASTJE,Hiša,Samostojna,,267.0,780000.0,K3 Kern d.o.o.
gorenjska ,6314697,HRASTJE,Hiša,Samostojna,,267.0,495000.0,K3 Kern d.o.o.
gorenjska ,6281993,HRASTJE,Posest,Zazidljiva,,5895.0,780000.0,K3 Kern d.o.o.
gorenjska ,6370719,"HRASTJE, ČIRČE",Stanovanje,dvoinpolsobno,,87.3,150000.0,Pikado d.o.o.
gorenjska ,6355143,"HRAŠE, OIC LESCE",Posest,Zazidljiva,,2085.0,208500.0,Zasebna ponudba
gorenjska ,6320557,"HRAŠE, V NOVEM NASELJU, 6 KM DO BLEDA",Posest,Zazidljiva,,944.0,300000.0,JA Invest 888 d.o.o.
gorenjska ,5828751,HRUŠICA,Posest,Zazidljiva,,4199.0,80.0,Zasebna ponudba
gorenjska ,6289702,"HRUŠICA, 220",Poslovni prostor,Pisarna,,36.63,48900.0,S-Invest d.o.o.
gorenjska ,6356016,"HRUŠICA, 71B",Poslovni prostor,Neživilska trgovina,,373.0,266000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
gorenjska ,6368065,"JARČJA DOLINA, ŽIRI",Hiša,Samostojna,,311.3,380000.0,Afirmacija d.o.o.
gorenjska ,6276873,JAVORNIK,Hiša,Samostojna,,190.0,111000.0,R skupina d.o.o.
gorenjska ,6278477,JAVORNIK,Posest,Zazidljiva,,1105.0,105000.0,"Aeon nepremičnine, d.o.o."
gorenjska ,6176501,JAVORNIK,Posest,Zazidljiva,,1167.0,115.0,LJUBLJANA NEPREMIČNINE d.o.o.
gorenjska ,6323731,JAVORNIŠKI ROVT,Posest,Zazidljiva,,2460.0,37800.0,Makler Bled d.o.o.
gorenjska ,6289998,JAVORNIŠKI ROVT,Posest,Zazidljiva,,2460.0,37900.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6341369,JAVORNIŠKI ROVT,Posest,Zazidljiva,,4179.0,24000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6215544,JESENICE,Garaža,Parkirno mesto,,12.0,2500.0,"DUTB, d.d."
gorenjska ,6369482,JESENICE,Poslovni prostor,Prostor za storitve,,39.0,125000.0,Agencija Neptun d.o.o.
gorenjska ,6351324,JESENICE,Stanovanje,dvosobno,,43.5,65000.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6369934,JESENICE,Stanovanje,enoinpolsobno,,44.29,76300.0,Zasebna ponudba
gorenjska ,6354592,JESENICE,Stanovanje,dvosobno,,46.9,43000.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6355712,JESENICE,Stanovanje,dvosobno,,67.7,88000.0,Exedra nepremičnine - Dragan Dušanić s.p.
gorenjska ,6361627,JESENICE,Stanovanje,trisobno,,74.0,91900.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6351832,JESENICE,Stanovanje,trisobno,,77.82,104990.0,Zasebna ponudba
gorenjska ,6367449,JESENICE,Stanovanje,trisobno,,84.8,110000.0,Exedra nepremičnine - Dragan Dušanić s.p.
gorenjska ,6368322,JESENICE,Stanovanje,trisobno,,89.6,75000.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6361791,JESENICE,Stanovanje,triinpolsobno,,90.0,110000.0,"INF - ING nepremičnine, storitve, d.o.o."
gorenjska ,6365672,JESENICE,Stanovanje,trisobno,,92.0,115000.0,Zasebna ponudba
gorenjska ,6023112,JESENICE,Stanovanje,trisobno,,94.68,109500.0,"INF - ING nepremičnine, storitve, d.o.o."
gorenjska ,6342373,JESENICE,Poslovni prostor,Prostor za storitve,,98.5,110000.0,"Gorenjska banka d.d., Kranj"
gorenjska ,6369376,JESENICE,Hiša,Samostojna,,100.0,120000.0,Zasebna ponudba
gorenjska ,6329163,JESENICE,Poslovni prostor,Gostinski lokal,,105.9,154000.0,Makler Bled d.o.o.
gorenjska ,6328895,JESENICE,Poslovni prostor,Gostinski lokal,,110.0,145000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
gorenjska ,6331891,JESENICE,Poslovni prostor,Drugo,,142.0,87000.0,K3 Kern d.o.o.
gorenjska ,6237436,JESENICE,Poslovni prostor,Gostinski lokal,,142.2,98000.0,Makler Bled d.o.o.
gorenjska ,6193213,JESENICE,Poslovni prostor,Prostor za storitve,,144.0,109000.0,MP PROJEKT d.o.o.
gorenjska ,6346749,JESENICE,Hiša,Samostojna,,227.5,230000.0,Nepremičnina posredovanje d.o.o.
gorenjska ,6334814,JESENICE,Stanovanje,Drugo,,300.0,75000.0,Solidarnost d.o.o. - v stečaju
gorenjska ,6210975,JESENICE,Poslovni prostor,Delavnica,,460.0,200000.0,"INF - ING nepremičnine, storitve, d.o.o."
gorenjska ,6235188,JESENICE,Hiša,Dvostanovanjska,,473.2,199000.0,K3 Kern d.o.o.
gorenjska ,6235069,JESENICE,Poslovni prostor,Pisarna,,501.6,500.0,K3 Kern d.o.o.
gorenjska ,5904722,JESENICE,Posest,Zazidljiva,,508.0,35900.0,Fesst nepremičnine d.o.o.
gorenjska ,6255989,JESENICE,Poslovni prostor,Gostinski lokal,,590.0,144000.0,"DUTB, d.d."
gorenjska ,6327700,JESENICE,Posest,Zazidljiva,,638.0,80.0,Oaza nepremičnine d.o.o.
gorenjska ,5995102,JESENICE,Poslovni prostor,Delavnica,,900.0,172000.0,Makler Bled d.o.o.
gorenjska ,6341527,JESENICE,Poslovni prostor,Kombiniran prostor,,2800.9,830000.0,"DUTB, d.d."
gorenjska ,6318446,JESENICE,Posest,Zazidljiva,,3892.0,125.0,Agencija i3 d.o.o.
gorenjska ,6360058,JESENICE,Posest,Zazidljiva,,4000.0,60.0,S-Invest d.o.o.
gorenjska ,6334670,JESENICE,Posest,Zazidljiva,,4270.0,131500.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6319351,JESENICE,Posest,Zazidljiva,,9892.0,125.0,Agencija i3 d.o.o.
gorenjska ,6370725,JESENICE,Hiša,Samostojna,,13947.0,545280.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,5730519,JESENICE,Posest,Zazidljiva,,15949.0,2399000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
gorenjska ,6235031,"JESENICE, CENTER",Stanovanje,trisobno,,98.5,108076.5,K3 Kern d.o.o.
gorenjska ,6341830,"JESENICE, CENTER",Posest,Zazidljiva,,581.0,61000.0,K3 Kern d.o.o.
gorenjska ,6341833,"JESENICE, CENTER",Poslovni prostor,Prostor za storitve,,1041.0,1220000.0,K3 Kern d.o.o.
gorenjska ,6165071,"JESENICE, CENTER",Posest,Zazidljiva,,4270.0,31.0,Dominvest d.o.o.
gorenjska ,6336535,"JESENICE, CESTA 1. MAJA",Hiša,Samostojna,,153.0,110000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6279605,"JESENICE, CESTA BORISA KIDRIČA",Stanovanje,enoinpolsobno,,37.0,40000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,5503214,"JESENICE, CESTA CIRILA TAVČARJA 4",Poslovni prostor,Prostor za storitve,,223.9,95000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
gorenjska ,6202700,"JESENICE, CESTA FRANCETA PREŠERNA",Poslovni prostor,Kombiniran prostor,,942.1,230000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6141227,"JESENICE, CESTA MARŠALA TITA 28",Poslovni prostor,Prostor za storitve,,96.6,56000.0,PRO-REM d.o.o. - v likvidaciji
gorenjska ,5533768,"JESENICE, CESTA MARŠALA TITA 41",Poslovni prostor,Prostor za storitve,,246.8,145000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
gorenjska ,6360014,"JESENICE, CESTA ŽELEZARJEV",Stanovanje,Drugo,,69.4,67000.0,Dominvest d.o.o.
gorenjska ,6263565,"JESENICE, CESTA ŽELEZARJEV 4A",Poslovni prostor,Drugo,,333.0,220.0,"ELO d.o.o., PE Ljubljana"
gorenjska ,6262407,"JESENICE, CESTA ŽELEZARJEV 4A",Poslovni prostor,Pisarna,,1161.0,220.0,"ELO d.o.o., PE Ljubljana"
gorenjska ,6173650,"JESENICE, MUROVA",Hiša,Dvostanovanjska,,166.0,115000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6359266,"JESENICE, NA PLAVŽU",Stanovanje,trisobno,,77.82,110000.0,"INF - ING nepremičnine, storitve, d.o.o."
gorenjska ,6235056,"JESENICE, OBJEKT RONDO",Garaža,Parkirno mesto,,12.0,6600.0,K3 Kern d.o.o.
gorenjska ,6235057,"JESENICE, OBJEKT RONDO",Poslovni prostor,Prostor za storitve,,167.6,950.0,K3 Kern d.o.o.
gorenjska ,5969556,"JESENICE, PLANINA POD GOLICO",Posest,Zazidljiva,,684.0,22000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6355754,"JESENICE, PLAVŽ - NASPROTI ZDRAV. DOMA",Stanovanje,triinpolsobno,,85.0,105000.0,Exedra nepremičnine - Dragan Dušanić s.p.
gorenjska ,6335683,"JESENICE, PODKOČNA",Hiša,Samostojna,,200.0,150000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6262403,"JESENICE, POSLOVNA CONA",Posest,Zazidljiva,,23000.0,90.0,"ELO d.o.o., PE Ljubljana"
gorenjska ,6174609,"JESENICE, RAZGLEDNA POT",Posest,Zazidljiva,,703.0,44000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6200453,"JESENICE, SPODNI PLAVŽ",Poslovni prostor,Prostor za storitve,,471.0,285000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6289711,"JESENICE, SPODNJI PLAVŽ 6B",Poslovni prostor,Pisarna,,117.0,47000.0,S-Invest d.o.o.
gorenjska ,6289717,"JESENICE, SPODNJI PLAVŽ 6B",Poslovni prostor,Pisarna,,605.38,242000.0,S-Invest d.o.o.
gorenjska ,6160318,"JESENICE, TITOVA",Stanovanje,trisobno,,98.5,109000.0,Gros inženiring d.o.o.
gorenjska ,6355756,"JESENICE, TOMŠIČEVA",Hiša,Dvojček,,99.0,135000.0,Exedra nepremičnine - Dragan Dušanić s.p.
gorenjska ,6356012,"JESENICE, ULICA FRANCA BENEDIČIČA 2",Poslovni prostor,Neživilska trgovina,,257.5,139000.0,"Mercator, d.d., Sektor razvoj in dezinvestije"
gorenjska ,6193408,KAMNJE,Posest,Zazidljiva,,1372.0,195000.0,"SiPD, nepremičnine in razvoj, d.o.o."
gorenjska ,6285398,"KAMNJE, NA ROBU NASELJA",Stanovanje,dvosobno,,68.0,145000.0,"RE/MAX Ljubljana, Nepremičninska družba d.o.o. "
gorenjska ,6308360,KOČNA,Posest,Zazidljiva,,562.0,53000.0,Fesst nepremičnine d.o.o.
gorenjska ,6032732,KOČNA,Posest,Zazidljiva,,576.0,70000.0,Trg Bled d.o.o.
gorenjska ,5994443,KOČNA,Posest,Zazidljiva,,885.0,49000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6367056,KOKRICA,Hiša,Dvojček,,140.0,195000.0,Zasebna ponudba
gorenjska ,6362605,KOKRICA,Hiša,Samostojna,,202.0,495000.0,"ALTERA, d.o.o."
gorenjska ,6352627,KOKRICA,Hiša,Samostojna,,300.0,229000.0,Nepremičnina posredovanje d.o.o.
gorenjska ,6364138,KOKRICA,Poslovni prostor,Skladišče,,485.4,640000.0,Roni nepremičnine d.o.o.
gorenjska ,6369638,KOKRICA,Posest,Zazidljiva,,710.0,118000.0,Zasebna ponudba
gorenjska ,6268122,KOKRICA,Posest,Zazidljiva,,950.0,128000.0,Zasebna ponudba
gorenjska ,6288315,KOKRICA,Posest,Zazidljiva,,1144.0,110.0,Fesst nepremičnine d.o.o.
gorenjska ,6370034,KOKRICA,Poslovni prostor,Večji poslovni kompleks,,1350.0,1750000.0,Fanell d.o.o.
gorenjska ,6360283,"KOKRICA, KORKICA",Stanovanje,trisobno,,72.4,123000.0,Fesst nepremičnine d.o.o.
gorenjska ,6114298,"KOKRICA, KRANJ",Hiša,Samostojna,,500.0,350000.0,Zasebna ponudba
gorenjska ,6092466,KOPRIVNIK V BOHINJU,Hiša,Samostojna,,180.0,170000.0,"SiPD, nepremičnine in razvoj, d.o.o."
gorenjska ,6366082,KORITNO,Posest,Zazidljiva,,614.0,73680.0,"Zavarovalnica Triglav, d.d."
gorenjska ,6269707,KORITNO,Posest,Zazidljiva,,683.0,81960.0,"Zavarovalnica Triglav, d.d."
gorenjska ,6038782,KOROŠKA BELA,Hiša,Samostojna,,240.0,270000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
gorenjska ,6354742,KOROŠKA BELA,Hiša,Samostojna,,309.0,216000.0,Fesst nepremičnine d.o.o.
gorenjska ,6252101,KOROŠKA BELA,Posest,Zazidljiva,,681.0,39000.0,"Aeon nepremičnine, d.o.o."
gorenjska ,6093774,KOROŠKA BELA,Posest,Zazidljiva,,681.0,27240.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6355234,KOROŠKA BELA,Posest,Zazidljiva,,770.0,39000.0,Zasebna ponudba
gorenjska ,6175238,KOROŠKA BELA,Posest,Zazidljiva,,784.0,39000.0,ITD nepremičnine d.o.o.
gorenjska ,6015115,KOROŠKA BELA,Posest,Zazidljiva,,1502.0,90120.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6366339,"KOROŠKA BELA, CANKARJEVA ULICA",Hiša,Dvostanovanjska,,250.0,190000.0,"Bonita N-11 d.o.o., Dom projekt Šuvak nepremičnine"
gorenjska ,6354765,"KOROŠKA BELA, CCA 3 KM OD AVTOCESTE",Posest,Zazidljiva,,485.0,24250.0,"AJP d.o.o., Kranj"
gorenjska ,6370528,"KOROŠKA BELA, JESENICE",Hiša,Samostojna,,250.0,190000.0,Zasebna ponudba
gorenjska ,6171166,"KOROŠKA BELA, JESENICE",Posest,Zazidljiva,,309.0,26265.0,Nepremičnine Smuk – NSKG d.o.o.
gorenjska ,6234080,"KOROŠKA BELA, SONČNA LOKACIJA",Posest,Zazidljiva,,850.0,55.0,Trg Bled d.o.o.
gorenjska ,6054201,"KOROŠKA BELA, SONČNA LOKACIJA",Posest,Zazidljiva,,1275.0,49000.0,Trg Bled d.o.o.
gorenjska ,6266222,"KOROŠKA BELA, ŠMIDOVA",Posest,Zazidljiva,,485.0,24250.0,Dominvest d.o.o.
gorenjska ,6371219,KOVOR,Hiša,Samostojna,,300.0,149000.0,Zasebna ponudba
gorenjska ,6261933,KOVOR,Posest,Zazidljiva,,547.0,59000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
gorenjska ,6279458,KOVOR,Posest,Zazidljiva,,547.0,59000.0,Gros inženiring d.o.o.
gorenjska ,6277081,"KOVOR, CESTA NA HUDO",Posest,Zazidljiva,,681.0,90000.0,Zasebna ponudba
gorenjska ,5799157,KRANJ,Garaža,Parkirno mesto,,12.0,6600.0,Domplan d.d.
gorenjska ,6351889,KRANJ,Garaža,Vsi tipi,,12.3,11500.0,Zasebna ponudba
gorenjska ,6364212,KRANJ,Garaža,Parkirno mesto,,13.0,7000.0,Nepremičnine Kranj d.o.o.
gorenjska ,6340797,KRANJ,Poslovni prostor,Pisarna,,33.5,1130.0,Zasebna ponudba
gorenjska ,6361433,KRANJ,Stanovanje,enosobno,,39.6,84000.0,Agent 3091 d.o.o.
gorenjska ,6346583,KRANJ,Stanovanje,enosobno,,40.0,89000.0,Oaza nepremičnine d.o.o.
gorenjska ,6369020,KRANJ,Stanovanje,enosobno,,41.4,50000.0,Nepremičnine Kranj d.o.o.
gorenjska ,6190456,KRANJ,Poslovni prostor,Pisarna,,44.8,1465.0,MP PROJEKT d.o.o.
gorenjska ,6361586,KRANJ,Garaža,Vsi tipi,,55.0,38000.0,Nepremičnine Kranj d.o.o.
gorenjska ,6322991,KRANJ,Stanovanje,dvosobno,,55.1,129000.0,Nepremičnina posredovanje d.o.o.
